distX;distY;myGunHeading;velocityX;velocityY;hit
-130.33;-313.24;125.00;0.00;0.00;0
-79.56;390.02;10.00;0.00;0.00;1
-80.00;395.00;5.00;0.00;0.00;0
-78.70;385.09;15.00;0.00;0.00;1
-77.40;380.27;20.00;0.00;0.00;0
-75.69;375.57;25.00;0.00;0.00;0
-73.58;371.04;30.00;0.00;0.00;0
-71.08;366.71;35.00;0.00;0.00;0
-364.67;-55.45;70.00;0.00;0.00;1
-68.21;362.61;40.00;0.00;0.00;0
-359.98;-57.16;75.00;0.00;0.00;1
-355.15;-58.46;80.00;0.00;0.00;1
-274.78;98.10;45.00;0.00;0.00;0
-268.29;88.92;60.00;0.00;0.00;0
-272.39;91.79;55.00;-4.98;0.44;0
-276.22;95.00;50.00;0.00;0.00;0
-369.21;-53.34;65.00;0.00;0.00;0
-350.22;-59.32;85.00;0.00;0.00;0
-335.26;-59.32;100.00;0.00;0.00;1
-345.24;-59.76;90.00;0.00;0.00;0
-340.24;-59.76;95.00;0.00;0.00;0
-316.28;-53.34;120.00;0.00;0.00;0
-311.95;-50.84;125.00;0.00;0.00;0
-320.81;-55.45;115.00;0.00;0.00;0
-307.85;-47.97;130.00;0.00;0.00;0
-325.51;-57.16;110.00;0.00;0.00;0
-304.02;-44.76;135.00;0.00;0.00;0
-300.48;-41.22;140.00;0.00;0.00;0
-330.34;-58.46;105.00;0.00;0.00;0
-129.89;62.78;145.00;0.00;0.00;0
-122.10;67.74;150.00;0.00;0.00;0
-114.77;73.37;155.00;4.92;0.87;0
-220.94;75.57;10.00;4.83;1.29;0
-224.77;72.35;15.00;0.00;0.00;0
-270.91;151.96;20.00;0.00;0.00;0
-277.31;144.28;25.00;0.00;0.00;0
-283.36;136.33;30.00;-3.18;-3.86;0
-292.23;124.29;35.00;-3.18;-3.86;0
-297.52;115.90;40.00;-6.37;-7.71;0
-302.42;107.34;45.00;-3.18;-3.86;0
-429.69;-100.49;85.00;0.00;0.00;1
-336.79;17.38;90.00;-3.18;-3.86;1
-310.08;94.80;50.00;-3.18;-3.86;0
-314.13;86.02;55.00;-6.37;-7.71;0
-317.75;77.19;60.00;-3.18;-3.86;0
-324.11;64.48;65.00;-3.18;-3.86;0
-326.86;55.64;70.00;-6.37;-7.71;0
-432.70;-90.96;75.00;0.00;0.00;0
-340.66;5.34;95.00;0.00;0.00;1
-431.40;-95.79;80.00;0.00;0.00;0
-340.98;-2.61;100.00;-6.37;-7.71;1
-340.95;-10.30;105.00;-3.18;-3.86;1
-403.21;-129.40;125.00;0.00;0.00;0
-398.67;-131.51;130.00;0.00;0.00;0
-407.54;-126.90;120.00;0.00;0.00;0
-393.98;-133.22;135.00;0.00;0.00;0
-343.13;-28.62;115.00;-6.37;-7.71;0
-343.78;-21.55;110.00;-3.18;-3.86;0
-324.48;-71.06;65.00;0.00;0.00;0
-324.92;-66.08;70.00;0.00;0.00;0
-325.79;-61.15;75.00;0.00;0.00;0
-327.08;-56.32;80.00;0.00;0.00;0
-328.79;-51.63;85.00;0.00;0.00;0
-333.40;-42.76;95.00;0.00;0.00;1
-350.95;-25.22;120.00;0.00;0.00;0
-346.85;-28.09;115.00;0.00;0.00;0
-330.90;-47.09;90.00;0.00;0.00;0
-336.27;-38.67;100.00;0.00;0.00;1
-355.28;-22.72;125.00;0.00;0.00;0
-343.02;-31.30;110.00;0.00;0.00;0
-339.49;-34.84;105.00;0.00;0.00;0
0.00;-160.00;0.00;0.00;0.00;0
-160.00;-190.50;90.00;0.00;0.00;0
-155.00;-190.50;95.00;0.00;0.00;0
-150.02;-190.06;100.00;0.00;0.00;0
-145.09;-189.20;105.00;0.00;0.00;0
74.49;-167.66;110.00;0.00;0.00;0
79.19;-165.95;115.00;0.00;0.00;0
83.72;-163.84;120.00;0.00;0.00;0
105.60;-143.79;150.00;0.00;0.00;1
88.05;-161.34;125.00;0.00;0.00;0
92.15;-158.47;130.00;0.00;0.00;0
95.98;-155.26;135.00;0.00;0.00;0
99.52;-151.72;140.00;0.00;0.00;0
102.73;-147.89;145.00;0.00;0.00;0
108.10;-139.46;155.00;0.00;0.00;0
110.21;-134.93;160.00;0.00;0.00;0
111.92;-130.23;165.00;0.00;0.00;0
113.21;-125.41;170.00;0.00;0.00;0
114.08;-120.48;175.00;0.00;0.00;0
114.52;-115.50;180.00;0.00;0.00;0
114.52;-110.50;185.00;0.00;0.00;0
114.08;-105.52;190.00;0.00;0.00;0
95.98;-70.74;230.00;0.00;0.00;1
113.21;-100.59;195.00;0.00;0.00;0
92.15;-67.53;235.00;0.00;0.00;1
88.05;-64.66;240.00;0.00;0.00;1
111.92;-95.77;200.00;0.00;0.00;0
83.72;-62.16;245.00;0.00;0.00;1
110.21;-91.07;205.00;0.00;0.00;0
108.10;-86.54;210.00;0.00;0.00;0
105.60;-82.21;215.00;0.00;0.00;0
102.73;-78.11;220.00;0.00;0.00;0
99.52;-74.28;225.00;0.00;0.00;0
79.19;-60.05;250.00;0.00;0.00;0
74.49;-58.34;255.00;0.00;0.00;0
69.66;-57.04;260.00;0.00;0.00;0
64.74;-56.18;265.00;0.00;0.00;0
59.76;-55.74;270.00;0.00;0.00;0
54.76;-55.74;275.00;0.00;0.00;0
0.00;-80.00;0.00;0.00;0.00;0
-231.08;-5.79;35.00;0.00;0.00;0
-228.21;-4.39;40.00;0.00;0.00;0
-225.00;-2.72;45.00;0.00;0.00;0
-221.46;-6.26;50.00;0.00;0.00;0
-217.63;-3.97;55.00;0.00;0.00;0
-213.54;-6.84;60.00;0.00;0.00;0
-209.21;-3.84;65.00;0.00;0.00;0
-204.67;-5.95;70.00;0.00;0.00;0
-199.98;-7.66;75.00;0.00;0.00;0
-195.15;-8.96;80.00;0.00;0.00;0
-185.24;-10.26;90.00;0.00;0.00;1
-180.24;-10.26;95.00;0.00;0.00;1
-175.26;-9.82;100.00;0.00;0.00;1
-190.22;-9.82;85.00;0.00;0.00;0
-129.79;25.07;160.00;0.00;0.00;1
-170.34;-8.96;105.00;0.00;0.00;0
-128.08;29.77;165.00;0.00;0.00;1
-126.79;34.59;170.00;0.00;0.00;1
-165.51;-7.66;110.00;0.00;0.00;0
-13.84;-118.81;175.00;0.00;0.00;1
-160.81;-5.95;115.00;0.00;0.00;0
-156.28;-3.84;120.00;0.00;0.00;0
-151.95;-1.34;125.00;0.00;0.00;0
-137.27;12.11;145.00;0.00;0.00;0
-140.48;8.28;140.00;0.00;0.00;0
-134.40;16.21;150.00;0.00;0.00;0
-131.90;20.54;155.00;0.00;0.00;0
-144.02;4.74;135.00;0.00;0.00;0
-147.85;1.53;130.00;0.00;0.00;0
-17.67;-116.44;180.00;0.00;0.00;0
-21.94;-114.05;185.00;-4.26;-2.61;0
-30.90;-114.29;190.00;-4.26;-2.61;0
-36.03;-111.98;195.00;-8.53;-5.22;0
-41.59;-109.76;200.00;-4.26;-2.61;0
-76.37;-107.77;220.00;-4.26;-2.61;0
-64.97;-106.64;215.00;-4.26;-2.61;0
-83.84;-106.55;225.00;-8.53;-5.22;0
-58.21;-108.36;210.00;-8.53;-5.22;0
-51.83;-110.28;205.00;-4.26;-2.61;0
-91.64;-105.62;230.00;-4.26;-2.61;0
-104.00;-107.63;235.00;-4.26;-2.61;0
-288.95;56.73;35.00;0.00;0.00;0
-288.28;58.02;40.00;0.00;0.00;0
-287.71;58.89;45.00;0.00;0.00;0
-292.69;59.33;50.00;0.00;0.00;0
-292.19;59.33;55.00;0.00;0.00;0
-286.17;58.89;60.00;0.00;0.00;0
-285.59;58.02;65.00;0.00;0.00;0
-284.92;56.73;70.00;0.00;0.00;0
-284.12;55.02;75.00;0.00;0.00;0
-160.00;80.00;0.00;0.00;0.00;0
-160.00;75.00;5.00;0.00;0.00;0
-159.56;70.02;10.00;0.00;0.00;0
-158.70;65.09;15.00;0.00;0.00;0
-157.40;60.27;20.00;0.00;0.00;0
-148.21;42.61;40.00;0.00;0.00;0
-155.69;55.57;25.00;0.00;0.00;0
-145.00;38.78;45.00;0.00;0.00;0
-151.08;46.71;35.00;0.00;0.00;0
-141.46;35.24;50.00;0.00;0.00;0
-153.58;51.04;30.00;0.00;0.00;0
-137.63;32.03;55.00;0.00;0.00;0
-133.54;29.16;60.00;0.00;0.00;0
-119.98;22.84;75.00;0.00;0.00;1
-129.21;26.66;65.00;0.00;0.00;0
-115.15;21.54;80.00;0.00;0.00;1
-124.67;24.55;70.00;0.00;0.00;0
-110.22;20.68;85.00;0.00;0.00;1
-105.24;20.24;90.00;0.00;0.00;1
-100.24;20.24;95.00;0.00;0.00;0
-95.26;20.68;100.00;0.00;0.00;0
-90.34;21.54;105.00;0.00;0.00;0
-85.51;22.84;110.00;0.00;0.00;0
-80.81;24.55;115.00;0.00;0.00;0
-76.28;26.66;120.00;0.00;0.00;0
-71.95;29.16;125.00;0.00;0.00;0
-67.85;32.03;130.00;0.00;0.00;0
-64.02;35.24;135.00;0.00;0.00;0
-60.48;38.78;140.00;0.00;0.00;0
-57.27;42.61;145.00;0.00;0.00;0
-54.40;46.71;150.00;0.00;0.00;0
-51.90;51.04;155.00;0.00;0.00;0
106.81;145.57;230.00;0.00;0.00;0
95.13;137.10;235.00;-3.93;-3.10;0
87.11;136.87;240.00;-3.93;-3.10;0
78.85;136.27;245.00;-3.93;-3.10;0
66.47;126.69;250.00;-7.85;-6.19;0
53.92;122.20;255.00;0.00;0.00;0
45.17;120.40;260.00;-7.85;-6.19;0
36.32;118.17;265.00;-3.93;-3.10;0
23.49;112.42;270.00;-3.93;-3.10;0
80.00;160.00;0.00;0.00;0.00;0
80.00;155.00;5.00;0.00;0.00;0
80.44;150.02;10.00;0.00;0.00;0
81.30;145.09;15.00;0.00;0.00;0
82.60;140.27;20.00;0.00;0.00;0
84.31;135.57;25.00;0.00;0.00;0
88.92;126.71;35.00;0.00;0.00;0
86.42;131.04;30.00;0.00;0.00;0
91.79;122.61;40.00;0.00;0.00;0
95.00;118.78;45.00;0.00;0.00;0
98.54;115.24;50.00;0.00;0.00;0
102.37;112.03;55.00;0.00;0.00;0
-53.54;-50.84;60.00;0.00;0.00;0
-49.21;-53.34;65.00;0.00;0.00;0
-44.67;-55.45;70.00;0.00;0.00;0
-39.98;-57.16;75.00;0.00;0.00;0
-35.15;-58.46;80.00;0.00;0.00;0
-31.52;-64.15;85.00;0.00;0.00;0
-29.14;-74.24;90.00;-1.30;-4.83;0
-26.74;-83.90;95.00;-2.60;-9.66;0
-23.06;-88.29;100.00;-2.60;-9.66;0
-20.74;-97.08;105.00;-1.30;-4.83;0
-18.51;-105.44;110.00;-2.60;-9.66;0
-16.42;-113.39;115.00;-2.60;-9.66;0
-14.49;-120.93;120.00;-2.60;-9.66;0
-12.76;-128.08;125.00;-2.60;-9.66;0
-11.26;-134.87;130.00;-2.60;-9.66;0
-10.03;-141.31;135.00;-2.60;-9.66;0
-9.10;-147.43;140.00;-2.60;-9.66;0
-1.47;-148.48;145.00;-2.60;-9.66;0
0.32;-149.27;150.00;4.42;-4.88;0
-3.88;-154.87;155.00;-0.60;-4.96;0
-1.77;-150.34;160.00;-0.60;-4.96;0
0.42;-150.62;165.00;0.00;0.00;0
3.06;-145.84;175.00;0.48;-4.98;1
2.19;-150.76;170.00;0.48;-4.98;0
3.49;-140.86;180.00;0.00;0.00;1
6.21;-140.06;185.00;0.00;0.00;1
8.49;-139.27;190.00;2.71;-4.20;1
7.62;-134.35;195.00;2.71;-4.20;0
6.33;-129.52;200.00;0.00;0.00;0
4.62;-124.82;205.00;0.00;0.00;0
2.50;-120.29;210.00;0.00;0.00;0
0.00;-115.96;215.00;0.00;0.00;0
-2.87;-111.86;220.00;0.00;0.00;0
3.90;-107.46;225.00;0.00;0.00;0
0.37;-103.93;230.00;9.98;0.57;0
-3.46;-100.71;235.00;0.00;0.00;0
-7.56;-97.85;240.00;0.00;0.00;0
-11.89;-95.35;245.00;0.00;0.00;0
-16.42;-93.23;250.00;0.00;0.00;0
-21.12;-91.52;255.00;0.00;0.00;0
-25.95;-90.23;260.00;0.00;0.00;0
100.96;205.84;305.00;0.00;0.00;1
296.84;214.65;275.00;0.00;0.00;0
96.87;202.97;310.00;0.00;0.00;1
124.28;214.32;280.00;0.00;0.00;0
119.35;213.46;285.00;0.00;0.00;0
114.52;212.16;290.00;0.00;0.00;0
93.04;199.76;315.00;0.00;0.00;0
109.83;210.45;295.00;0.00;0.00;0
105.29;208.34;300.00;0.00;0.00;0
-160.00;80.00;0.00;0.00;0.00;0
-160.00;75.00;5.00;0.00;0.00;0
-159.56;70.02;10.00;0.00;0.00;0
-158.70;65.09;15.00;0.00;0.00;0
-157.40;60.27;20.00;0.00;0.00;0
-155.69;55.57;25.00;0.00;0.00;0
-153.58;51.04;30.00;0.00;0.00;0
-151.08;46.71;35.00;0.00;0.00;0
-148.21;42.61;40.00;0.00;0.00;0
-145.00;38.78;45.00;0.00;0.00;0
-141.46;35.24;50.00;0.00;0.00;0
-137.63;32.03;55.00;0.00;0.00;0
-133.54;29.16;60.00;0.00;0.00;0
-129.21;26.66;65.00;0.00;0.00;0
-119.98;22.84;75.00;0.00;0.00;1
-115.15;21.54;80.00;0.00;0.00;1
-124.67;24.55;70.00;0.00;0.00;0
-110.22;20.68;85.00;0.00;0.00;1
-105.24;20.24;90.00;0.00;0.00;1
-100.24;20.24;95.00;0.00;0.00;0
-95.26;20.68;100.00;0.00;0.00;0
-90.34;21.54;105.00;0.00;0.00;0
-85.51;22.84;110.00;0.00;0.00;0
-80.81;24.55;115.00;0.00;0.00;0
-76.28;26.66;120.00;0.00;0.00;0
-71.95;29.16;125.00;0.00;0.00;0
-67.85;32.03;130.00;0.00;0.00;0
-64.02;35.24;135.00;0.00;0.00;0
-57.27;42.61;145.00;0.00;0.00;0
-60.48;38.78;140.00;0.00;0.00;0
-54.40;46.71;150.00;0.00;0.00;0
-51.90;51.04;155.00;0.00;0.00;0
-111.17;173.81;305.00;0.00;0.00;0
-115.47;193.24;325.00;0.00;0.00;0
-117.59;197.77;330.00;0.00;0.00;0
-120.09;202.10;335.00;0.00;0.00;0
-122.96;206.20;340.00;0.00;0.00;0
0.00;160.00;0.00;0.00;0.00;1
0.00;155.00;5.00;0.00;0.00;1
0.44;150.02;10.00;0.00;0.00;1
1.30;145.09;15.00;0.00;0.00;0
2.60;140.27;20.00;0.00;0.00;0
4.31;135.57;25.00;0.00;0.00;0
6.42;131.04;30.00;0.00;0.00;0
8.92;126.71;35.00;0.00;0.00;0
11.79;122.61;40.00;0.00;0.00;0
26.46;109.16;60.00;0.00;0.00;1
30.79;106.66;65.00;0.00;0.00;1
15.00;118.78;45.00;0.00;0.00;0
35.33;104.55;70.00;0.00;0.00;1
18.54;115.24;50.00;0.00;0.00;0
22.37;112.03;55.00;0.00;0.00;0
40.02;102.84;75.00;0.00;0.00;0
-120.15;92.89;80.00;0.00;0.00;0
-120.23;83.36;85.00;0.00;0.00;0
-120.25;74.27;90.00;-5.00;-8.66;0
-120.25;65.61;95.00;-5.00;-8.66;0
-120.28;57.38;100.00;-5.00;-8.66;0
-120.35;49.59;105.00;-2.50;-4.33;0
-120.53;42.23;110.00;-2.50;-4.33;0
-120.83;35.28;115.00;-5.00;-8.66;0
-121.30;28.74;120.00;-5.00;-8.66;0
-121.98;22.58;125.00;-5.00;-8.66;0
-122.88;16.79;130.00;-5.00;-8.66;0
-125.53;6.22;140.00;-5.00;-8.66;0
-124.06;11.34;135.00;-5.00;-8.66;0
-127.31;1.39;145.00;-5.00;-8.66;0
-129.45;-3.17;150.00;-5.00;-8.66;0
-131.95;-7.50;155.00;-5.00;-8.66;0
-134.84;-11.63;160.00;-5.00;-8.66;0
-138.14;-15.59;165.00;-5.00;-8.66;0
-141.85;-19.42;170.00;-5.00;-8.66;0
-145.98;-23.15;175.00;-5.00;-8.66;0
-150.55;-26.83;180.00;-5.00;-8.66;0
-155.55;-30.49;185.00;-5.00;-8.66;0
-160.99;-34.16;190.00;-5.00;-8.66;0
-166.86;-37.90;195.00;-5.00;-8.66;0
-173.16;-41.73;200.00;-5.00;-8.66;0
182.91;187.27;265.00;0.00;0.00;0
177.93;187.71;270.00;0.00;0.00;0
172.93;187.71;275.00;0.00;0.00;0
167.95;187.27;280.00;0.00;0.00;0
44.85;213.46;285.00;0.00;0.00;0
40.02;212.16;290.00;0.00;0.00;0
18.54;199.76;315.00;0.00;0.00;1
15.00;196.22;320.00;0.00;0.00;1
35.33;210.45;295.00;0.00;0.00;0
30.79;208.34;300.00;0.00;0.00;0
26.46;205.84;305.00;0.00;0.00;0
22.37;202.97;310.00;0.00;0.00;0
11.79;192.39;325.00;0.00;0.00;0
8.92;188.29;330.00;0.00;0.00;0
0.44;164.98;355.00;0.00;0.00;1
6.42;183.96;335.00;0.00;0.00;0
0.00;160.00;0.00;0.00;0.00;1
4.31;179.43;340.00;0.00;0.00;0
2.60;174.73;345.00;0.00;0.00;0
1.30;169.91;350.00;0.00;0.00;0
10.07;-315.93;145.00;0.00;0.00;0
8.71;-314.51;150.00;0.00;0.00;0
-9.00;-312.20;170.00;-4.22;-2.68;1
2.77;-315.54;155.00;-4.22;-2.68;0
0.66;-313.69;160.00;-8.44;-5.36;0
-1.85;-311.67;165.00;-4.22;-2.68;0
-12.35;-309.95;175.00;-8.44;-5.36;0
194.52;-195.50;180.00;0.00;0.00;0
194.52;-190.50;185.00;0.00;0.00;0
194.08;-185.52;190.00;0.00;0.00;0
193.21;-180.59;195.00;0.00;0.00;0
191.92;-175.77;200.00;0.00;0.00;0
179.52;-154.28;225.00;0.00;0.00;1
175.98;-150.74;230.00;0.00;0.00;1
190.21;-171.07;205.00;0.00;0.00;0
172.15;-147.53;235.00;0.00;0.00;1
188.10;-166.54;210.00;0.00;0.00;0
185.60;-162.21;215.00;0.00;0.00;0
182.73;-158.11;220.00;0.00;0.00;0
168.05;-144.66;240.00;0.00;0.00;0
163.72;-142.16;245.00;0.00;0.00;0
159.19;-140.05;250.00;0.00;0.00;0
154.49;-138.34;255.00;0.00;0.00;0
149.66;-137.04;260.00;0.00;0.00;0
144.74;-136.18;265.00;0.00;0.00;0
139.76;-135.74;270.00;0.00;0.00;0
106.46;-144.66;305.00;0.00;0.00;0
110.79;-142.16;300.00;0.00;0.00;0
134.76;-135.74;275.00;0.00;0.00;0
102.37;-147.53;310.00;0.00;0.00;0
115.33;-140.05;295.00;0.00;0.00;0
129.78;-136.18;280.00;0.00;0.00;0
120.02;-138.34;290.00;0.00;0.00;0
124.85;-137.04;285.00;0.00;0.00;0
-157.58;-429.50;135.00;-4.22;-2.68;0
-124.51;-408.44;175.00;0.00;0.00;0
-121.64;-404.34;180.00;0.00;0.00;0
217.74;-217.87;185.00;0.00;0.00;0
219.85;-213.34;190.00;0.00;0.00;0
221.56;-208.64;195.00;0.00;0.00;0
222.85;-203.81;200.00;0.00;0.00;0
223.72;-198.88;205.00;0.00;0.00;0
221.56;-174.17;230.00;0.00;0.00;1
219.85;-169.47;235.00;0.00;0.00;1
224.16;-193.90;210.00;0.00;0.00;0
224.16;-188.90;215.00;0.00;0.00;0
223.72;-183.92;220.00;0.00;0.00;0
222.85;-179.00;225.00;0.00;0.00;0
217.74;-164.94;240.00;0.00;0.00;0
215.24;-160.61;245.00;0.00;0.00;0
212.37;-156.51;250.00;0.00;0.00;0
209.16;-152.68;255.00;0.00;0.00;0
205.62;-149.15;260.00;0.00;0.00;0
201.79;-145.93;265.00;0.00;0.00;0
197.69;-143.06;270.00;0.00;0.00;0
174.38;-134.58;295.00;0.00;0.00;0
193.36;-140.56;275.00;0.00;0.00;0
179.30;-135.45;290.00;0.00;0.00;0
188.83;-138.45;280.00;0.00;0.00;0
184.13;-136.74;285.00;0.00;0.00;0
160.00;-80.00;0.00;0.00;0.00;0
160.00;75.00;5.00;0.00;0.00;0
160.44;70.02;10.00;0.00;0.00;0
161.30;65.09;15.00;0.00;0.00;0
162.60;60.27;20.00;0.00;0.00;0
164.31;55.57;25.00;0.00;0.00;0
195.29;44.88;195.00;0.00;0.00;0
185.34;44.70;200.00;0.00;0.00;0
179.30;46.90;205.00;-8.66;-5.00;0
268.10;-56.04;210.00;0.00;0.00;0
265.60;-51.71;215.00;0.00;0.00;0
262.73;-47.61;220.00;0.00;0.00;0
259.52;-43.78;225.00;0.00;0.00;0
255.98;-40.24;230.00;0.00;0.00;0
252.15;-37.03;235.00;0.00;0.00;0
248.05;-34.16;240.00;0.00;0.00;0
243.72;-31.66;245.00;0.00;0.00;0
239.19;-29.55;250.00;0.00;0.00;0
209.78;-25.68;280.00;0.00;0.00;1
229.66;-26.54;260.00;0.00;0.00;1
209.62;-23.79;285.00;0.00;0.00;1
224.74;-25.68;265.00;0.00;0.00;1
209.55;-22.34;290.00;0.00;0.00;1
234.49;-27.84;255.00;0.00;0.00;0
205.51;-23.15;305.00;0.00;0.00;1
205.12;-28.35;325.00;0.00;0.00;1
207.02;-29.69;330.00;0.00;0.00;1
209.28;-31.27;335.00;0.00;0.00;1
219.76;-25.24;270.00;0.00;0.00;0
214.76;-25.24;275.00;0.00;0.00;0
38.76;26.89;340.00;-4.33;-2.50;0
42.25;25.19;345.00;0.00;0.00;0
46.15;23.36;350.00;0.43;0.25;0
50.47;21.44;355.00;0.43;0.25;0
45.71;13.96;0.00;0.43;0.25;0
50.90;11.96;5.00;-4.33;-2.50;0
342.14;-173.89;215.00;0.00;0.00;0
340.73;-176.76;220.00;0.00;0.00;0
345.06;-179.26;225.00;0.00;0.00;0
344.09;-181.37;230.00;0.00;0.00;0
343.29;-183.08;235.00;0.00;0.00;0
348.12;-184.37;240.00;0.00;0.00;1
347.55;-185.24;245.00;0.00;0.00;1
347.03;-185.68;250.00;0.00;0.00;0
346.53;-185.68;255.00;0.00;0.00;0
346.01;-185.24;260.00;0.00;0.00;0
345.43;-184.37;265.00;0.00;0.00;0
344.76;-183.08;270.00;0.00;0.00;0
359.63;226.10;275.00;0.00;0.00;0
345.71;220.74;280.00;-8.86;-4.61;0
-255.26;-249.82;100.00;0.00;0.00;0
-224.02;-235.26;135.00;0.00;0.00;1
-250.34;-248.96;105.00;0.00;0.00;0
-245.51;-247.66;110.00;0.00;0.00;0
-209.79;-214.93;160.00;0.00;0.00;1
-240.81;-245.95;115.00;0.00;0.00;0
-208.08;-210.23;165.00;0.00;0.00;1
-236.28;-243.84;120.00;0.00;0.00;0
-231.95;-241.34;125.00;0.00;0.00;0
-217.27;-227.89;145.00;0.00;0.00;0
-220.48;-231.72;140.00;0.00;0.00;0
-214.40;-223.79;150.00;0.00;0.00;0
-211.90;-219.46;155.00;0.00;0.00;0
-227.85;-238.47;130.00;0.00;0.00;0
-206.79;-205.41;170.00;0.00;0.00;0
-205.92;-200.48;175.00;0.00;0.00;0
-58.13;-233.14;180.00;0.00;0.00;0
-62.76;-230.02;185.00;0.00;0.00;0
-67.83;-226.93;190.00;-4.63;-1.88;0
-77.96;-225.77;195.00;-4.63;-1.88;0
-83.89;-222.82;200.00;-9.26;-3.76;0
-101.61;-219.23;210.00;-4.63;-1.88;0
-90.23;-220.00;205.00;-4.63;-1.88;0
-368.94;-96.42;75.00;0.00;0.00;0
-365.58;-95.13;105.00;0.00;0.00;1
-368.27;-95.13;80.00;0.00;0.00;0
-367.70;-94.26;85.00;0.00;0.00;0
-372.68;-93.82;90.00;0.00;0.00;0
-372.18;-93.82;95.00;0.00;0.00;0
-371.66;-94.26;100.00;0.00;0.00;0
-364.11;-98.13;115.00;0.00;0.00;1
-366.07;-105.61;130.00;0.00;0.00;0
-367.47;-102.75;125.00;0.00;0.00;0
-364.91;-96.42;110.00;0.00;0.00;0
-364.40;-108.83;135.00;0.00;0.00;0
-363.14;-100.25;120.00;0.00;0.00;0
-208.80;-115.01;60.00;0.00;0.00;0
-203.88;-114.15;65.00;0.00;0.00;0
-199.05;-112.85;70.00;0.00;0.00;0
-165.45;-84.65;115.00;0.00;0.00;1
-167.95;-88.98;110.00;0.00;0.00;1
-194.35;-111.14;75.00;0.00;0.00;0
-163.33;-80.12;120.00;0.00;0.00;1
-189.82;-109.03;80.00;0.00;0.00;0
-185.49;-106.53;85.00;0.00;0.00;0
-181.39;-103.66;90.00;0.00;0.00;0
-177.56;-100.45;95.00;0.00;0.00;0
-174.03;-96.91;100.00;0.00;0.00;0
-170.81;-93.08;105.00;0.00;0.00;0
-161.62;-75.42;125.00;0.00;0.00;1
-159.02;-60.69;140.00;0.00;0.00;0
-159.46;-65.67;135.00;0.00;0.00;0
-159.02;-55.69;145.00;0.00;0.00;0
-160.33;-70.60;130.00;0.00;0.00;0
-159.46;-50.71;150.00;0.00;0.00;0
-160.33;-45.79;155.00;0.00;0.00;0
-161.62;-40.96;160.00;0.00;0.00;0
-163.33;-36.26;165.00;0.00;0.00;0
-165.45;-31.73;170.00;0.00;0.00;0
-167.95;-27.40;175.00;0.00;0.00;0
-170.81;-23.30;180.00;0.00;0.00;0
-174.03;-19.47;185.00;0.00;0.00;0
-177.56;-15.93;190.00;0.00;0.00;0
80.00;0.00;0.00;0.00;0.00;0
80.00;-5.00;5.00;0.00;0.00;0
-275.15;-138.46;80.00;0.00;0.00;0
-270.22;-139.32;85.00;0.00;0.00;0
-265.24;-139.76;90.00;0.00;0.00;0
-260.24;-139.76;95.00;0.00;0.00;0
-255.26;-139.32;100.00;0.00;0.00;0
-250.34;-138.46;105.00;0.00;0.00;0
-240.81;-135.45;115.00;0.00;0.00;1
-245.51;-137.16;110.00;0.00;0.00;0
-236.28;-133.34;120.00;0.00;0.00;1
-224.02;-124.76;135.00;0.00;0.00;0
-227.85;-127.97;130.00;0.00;0.00;0
-231.95;-130.84;125.00;0.00;0.00;0
-220.48;-121.22;140.00;0.00;0.00;0
-217.27;-117.39;145.00;0.00;0.00;0
-214.40;-113.29;150.00;0.00;0.00;0
-211.90;-108.96;155.00;0.00;0.00;0
-209.79;-104.43;160.00;0.00;0.00;0
-208.08;-99.73;165.00;0.00;0.00;0
-206.79;-94.91;170.00;0.00;0.00;0
-205.92;-89.98;175.00;0.00;0.00;0
139.76;-25.24;180.00;0.00;0.00;0
139.76;-20.24;185.00;0.00;0.00;0
139.32;-15.26;190.00;0.00;0.00;0
138.46;-10.34;195.00;0.00;0.00;0
137.16;-5.51;200.00;0.00;0.00;0
135.45;-0.81;205.00;0.00;0.00;0
133.34;3.72;210.00;0.00;0.00;0
130.84;8.05;215.00;0.00;0.00;0
127.97;12.15;220.00;0.00;0.00;0
124.76;15.98;225.00;0.00;0.00;0
121.22;19.52;230.00;0.00;0.00;0
117.39;22.73;235.00;0.00;0.00;0
113.29;25.60;240.00;0.00;0.00;0
108.96;28.10;245.00;0.00;0.00;0
104.43;30.21;250.00;0.00;0.00;0
75.02;34.08;280.00;0.00;0.00;1
70.09;33.21;285.00;0.00;0.00;1
99.73;31.92;255.00;0.00;0.00;0
65.27;36.92;290.00;0.00;0.00;1
94.91;33.21;260.00;0.00;0.00;0
89.98;34.08;265.00;0.00;0.00;0
85.00;34.52;270.00;0.00;0.00;0
80.00;34.52;275.00;0.00;0.00;0
59.26;45.12;295.00;0.00;5.00;0
51.73;52.53;300.00;-1.30;9.91;0
42.78;58.89;305.00;-3.00;9.53;0
32.61;63.95;310.00;-4.61;8.86;0
21.41;67.49;315.00;-6.08;7.93;0
9.45;69.32;320.00;-7.37;6.75;0
-15.62;67.38;330.00;-9.23;3.82;0
-2.99;69.31;325.00;-8.43;5.37;0
-28.10;63.48;335.00;-9.75;2.16;0
-40.12;57.65;340.00;-9.98;0.44;0
-46.66;51.66;345.00;-9.91;-1.30;0
-47.95;46.83;350.00;-4.83;-1.29;0
-48.82;41.90;355.00;0.00;0.00;0
-49.25;36.92;0.00;0.00;0.00;0
-49.25;31.92;5.00;0.00;0.00;0
